#    L    TT             EE             BB             TE          
   316    0.13098E-01    0.20550E-03    0.92784E-04    0.31511E-03
   317    0.13115E-01    0.20335E-03    0.91847E-04    0.33941E-03
   318    0.13151E-01    0.20114E-03    0.90917E-04    0.36296E-03
   319    0.13206E-01    0.19888E-03    0.89996E-04    0.38577E-03
   320    0.13277E-01    0.19658E-03    0.89082E-04    0.40781E-03
   321    0.13364E-01    0.19423E-03    0.88178E-04    0.42909E-03
   322    0.13467E-01    0.19185E-03    0.87284E-04    0.44959E-03
   323    0.13584E-01    0.18943E-03    0.86400E-04    0.46931E-03
   324    0.13715E-01    0.18697E-03    0.85526E-04    0.48824E-03
   325    0.13858E-01    0.18450E-03    0.84664E-04    0.50637E-03
   326    0.14013E-01    0.18199E-03    0.83814E-04    0.52369E-03
   327    0.14179E-01    0.17947E-03    0.82976E-04    0.54019E-03
   328    0.14355E-01    0.17692E-03    0.82151E-04    0.55587E-03
   329    0.14540E-01    0.17437E-03    0.81340E-04    0.57071E-03
   330    0.14733E-01    0.17180E-03    0.80544E-04    0.58472E-03
   331    0.14934E-01    0.16923E-03    0.79762E-04    0.59787E-03
   332    0.15140E-01    0.16665E-03    0.78995E-04    0.61016E-03
   333    0.15353E-01    0.16407E-03    0.78244E-04    0.62159E-03
   334    0.15569E-01    0.16150E-03    0.77510E-04    0.63214E-03
   335    0.15790E-01    0.15893E-03    0.76793E-04    0.64181E-03
   336    0.16013E-01    0.15637E-03    0.76094E-04    0.65059E-03
   337    0.16239E-01    0.15383E-03    0.75412E-04    0.65847E-03
   338    0.16465E-01    0.15130E-03    0.74750E-04    0.66544E-03
   339    0.16691E-01    0.14880E-03    0.74107E-04    0.67150E-03
   340    0.16917E-01    0.14632E-03    0.73484E-04    0.67663E-03
   341    0.17141E-01    0.14387E-03    0.72881E-04    0.68083E-03
   342    0.17363E-01    0.14145E-03    0.72300E-04    0.68408E-03
   343    0.17581E-01    0.13906E-03    0.71740E-04    0.68639E-03
   344    0.17795E-01    0.13671E-03    0.71202E-04    0.68774E-03
   345    0.18003E-01    0.13441E-03    0.70688E-04    0.68812E-03
   346    0.18206E-01    0.13215E-03    0.70196E-04    0.68753E-03
   347    0.18401E-01    0.12994E-03    0.69729E-04    0.68595E-03
   348    0.18589E-01    0.12778E-03    0.69286E-04    0.68339E-03
   349    0.18768E-01    0.12568E-03    0.68868E-04    0.67982E-03
   350    0.18937E-01    0.12364E-03    0.68476E-04    0.67525E-03
   351    0.19096E-01    0.12166E-03    0.68110E-04    0.66967E-03
   352    0.19244E-01    0.11974E-03    0.67769E-04    0.66311E-03
   353    0.19383E-01    0.11788E-03    0.67454E-04    0.65560E-03
   354    0.19510E-01    0.11609E-03    0.67162E-04    0.64719E-03
   355    0.19628E-01    0.11435E-03    0.66894E-04    0.63791E-03
   356    0.19736E-01    0.11268E-03    0.66648E-04    0.62780E-03
   357    0.19835E-01    0.11107E-03    0.66424E-04    0.61690E-03
   358    0.19923E-01    0.10951E-03    0.66221E-04    0.60523E-03
   359    0.20002E-01    0.10802E-03    0.66039E-04    0.59284E-03
   360    0.20072E-01    0.10658E-03    0.65876E-04    0.57976E-03
   361    0.20133E-01    0.10520E-03    0.65732E-04    0.56604E-03
   362    0.20184E-01    0.10388E-03    0.65607E-04    0.55170E-03
   363    0.20226E-01    0.10261E-03    0.65499E-04    0.53678E-03
   364    0.20260E-01    0.10140E-03    0.65408E-04    0.52133E-03
   365    0.20285E-01    0.10025E-03    0.65332E-04    0.50537E-03
   366    0.20301E-01    0.99146E-04    0.65273E-04    0.48895E-03
   367    0.20309E-01    0.98102E-04    0.65227E-04    0.47209E-03
   368    0.20309E-01    0.97111E-04    0.65196E-04    0.45485E-03
   369    0.20300E-01    0.96173E-04    0.65177E-04    0.43724E-03
   370    0.20283E-01    0.95289E-04    0.65172E-04    0.41932E-03
   371    0.20258E-01    0.94457E-04    0.65177E-04    0.40111E-03
   372    0.20226E-01    0.93676E-04    0.65194E-04    0.38266E-03
   373    0.20186E-01    0.92947E-04    0.65221E-04    0.36399E-03
   374    0.20138E-01    0.92269E-04    0.65257E-04    0.34516E-03
   375    0.20083E-01    0.91641E-04    0.65302E-04    0.32619E-03
   376    0.20021E-01    0.91063E-04    0.65355E-04    0.30711E-03
